time,Vout,V1
7.628E-07,0.500176899,0.5
7.728E-07,0.500176899,0.5
7.828E-07,0.500176899,0.5
7.928E-07,0.500176899,0.5
8.028E-07,0.500176899,0.5
8.128E-07,0.500176899,0.5
8.228E-07,0.500176899,0.5
8.328E-07,0.500176899,0.5
8.428E-07,0.500176899,0.5
8.528E-07,0.500176899,0.5
8.628E-07,0.500176899,0.5
8.728E-07,0.500176899,0.5
8.828E-07,0.500176898,0.5
8.928E-07,0.500176898,0.5
9.028E-07,0.500176898,0.5
9.128E-07,0.500176898,0.5
9.228E-07,0.500176898,0.5
9.328E-07,0.500176898,0.5
9.428E-07,0.500176899,0.5
9.528E-07,0.500176899,0.5
9.628E-07,0.500176899,0.5
9.728E-07,0.500176899,0.5
9.828E-07,0.500176899,0.5
9.928E-07,0.500176899,0.5
1E-06,0.500176899,0.5
1.001E-06,0.500189838,0.505
1.003E-06,0.500217163,0.515
1.007E-06,0.50027944,0.535
1.015E-06,0.500445031,0.575
1.025E-06,0.50084473,0.625
1.035E-06,0.50213476,0.675
1.045E-06,0.505373726,0.725
1.055E-06,0.509634232,0.775
1.065E-06,0.513759485,0.825
1.075E-06,0.518019125,0.875
1.085E-06,0.522716987,0.925
1.095E-06,0.527504666,0.975
1.1E-06,0.529877205,1
1.101E-06,0.530347185,1
1.103E-06,0.531285561,1
1.107E-06,0.533154256,1
1.115E-06,0.536850746,1
1.125E-06,0.54133504,1
1.135E-06,0.54556567,1
1.145E-06,0.549505866,1
1.155E-06,0.553230582,1
1.165E-06,0.556843374,1
1.175E-06,0.560417205,1
1.185E-06,0.563983867,1
1.195E-06,0.567551252,1
1.205E-06,0.571120024,1
1.215E-06,0.574689678,1
1.225E-06,0.578259737,1
1.235E-06,0.581829946,1
1.245E-06,0.5854002,1
1.255E-06,0.588970469,1
1.265E-06,0.592540743,1
1.275E-06,0.596111023,1
1.285E-06,0.599681309,1
1.295E-06,0.603251604,1
1.305E-06,0.60682191,1
1.315E-06,0.610392227,1
1.325E-06,0.613962558,1
1.335E-06,0.6175329,1
1.345E-06,0.62110326,1
1.355E-06,0.624673633,1
1.365E-06,0.628244025,1
1.375E-06,0.631814431,1
1.385E-06,0.635384856,1
1.395E-06,0.638955295,1
1.405E-06,0.642525755,1
1.415E-06,0.646096228,1
1.425E-06,0.64966672,1
1.435E-06,0.653237224,1
1.445E-06,0.656807746,1
1.455E-06,0.660378277,1
1.465E-06,0.663948822,1
1.475E-06,0.667519371,1
1.485E-06,0.671089931,1
1.495E-06,0.674660489,1
1.505E-06,0.67823105,1
1.515E-06,0.681801601,1
1.525E-06,0.685372148,1
1.535E-06,0.688942674,1
1.545E-06,0.692513183,1
1.555E-06,0.696083659,1
1.565E-06,0.699654104,1
1.575E-06,0.703224499,1
1.585E-06,0.706794846,1
1.595E-06,0.710365122,1
1.605E-06,0.713935326,1
1.615E-06,0.717505436,1
1.625E-06,0.721075448,1
1.635E-06,0.724645334,1
1.645E-06,0.728215087,1
1.655E-06,0.731784679,1
1.665E-06,0.735354098,1
1.675E-06,0.73892331,1
1.685E-06,0.742492299,1
1.695E-06,0.746061027,1
1.705E-06,0.74962947,1
1.715E-06,0.753197586,1
1.725E-06,0.756765342,1
1.735E-06,0.760332689,1
1.745E-06,0.763899583,1
1.755E-06,0.767465965,1
1.765E-06,0.771031777,1
1.775E-06,0.774596946,1
1.785E-06,0.778161394,1
1.795E-06,0.78172503,1
1.805E-06,0.785287746,1
1.815E-06,0.788849419,1
1.825E-06,0.792409899,1
1.835E-06,0.795969009,1
1.845E-06,0.799526529,1
1.855E-06,0.80308219,1
1.865E-06,0.806635659,1
1.875E-06,0.810186531,1
1.885E-06,0.813734324,1
1.895E-06,0.817278556,1
1.905E-06,0.820818838,1
1.915E-06,0.824354736,1
1.925E-06,0.827884683,1
1.935E-06,0.831404889,1
1.945E-06,0.834910953,1
1.955E-06,0.838399816,1
1.965E-06,0.841869974,1
1.975E-06,0.845321162,1
1.985E-06,0.848753671,1
1.995E-06,0.852168037,1
2.005E-06,0.855564887,1
2.015E-06,0.858944913,1
2.025E-06,0.862308842,1
2.035E-06,0.865657439,1
2.045E-06,0.868991519,1
2.055E-06,0.872311959,1
2.065E-06,0.875619971,1
2.075E-06,0.878916561,1
2.085E-06,0.882203068,1
2.095E-06,0.885481495,1
2.105E-06,0.888755419,1
2.115E-06,0.892031929,1
2.125E-06,0.895320744,1
2.135E-06,0.898602134,1
2.145E-06,0.901718685,1
2.155E-06,0.904434369,1
2.165E-06,0.906779438,1
2.175E-06,0.908966789,1
2.185E-06,0.911079687,1
2.195E-06,0.913119069,1
2.205E-06,0.91508714,1
2.215E-06,0.916988705,1
2.225E-06,0.918826407,1
2.235E-06,0.920603338,1
2.245E-06,0.922322466,1
2.255E-06,0.92398649,1
2.265E-06,0.92559796,1
2.275E-06,0.927159283,1
2.285E-06,0.928672714,1
2.295E-06,0.930140377,1
2.305E-06,0.931564274,1
2.315E-06,0.93294629,1
2.325E-06,0.934288202,1
2.335E-06,0.935591689,1
2.345E-06,0.936858337,1
2.355E-06,0.938089645,1
2.365E-06,0.939287029,1
2.375E-06,0.94045183,1
2.385E-06,0.941585321,1
2.395E-06,0.942688704,1
2.405E-06,0.943763123,1
2.415E-06,0.944809661,1
2.425E-06,0.945829348,1
2.435E-06,0.946823162,1
2.445E-06,0.947792034,1
2.455E-06,0.948736849,1
2.465E-06,0.949658451,1
2.475E-06,0.950557642,1
2.485E-06,0.951435189,1
2.495E-06,0.952291821,1
2.505E-06,0.953128235,1
2.515E-06,0.953945098,1
2.525E-06,0.954743045,1
2.535E-06,0.955522685,1
2.545E-06,0.956284598,1
2.555E-06,0.957029343,1
2.565E-06,0.957757451,1
2.575E-06,0.958469434,1
2.585E-06,0.959165781,1
2.595E-06,0.959846962,1
2.605E-06,0.960513427,1
2.615E-06,0.961165608,1
2.625E-06,0.961803921,1
2.635E-06,0.962428765,1
2.645E-06,0.963040523,1
2.655E-06,0.963639564,1
2.665E-06,0.964226243,1
2.675E-06,0.964800902,1
2.685E-06,0.965363869,1
2.695E-06,0.965915461,1
2.705E-06,0.966455983,1
2.715E-06,0.96698573,1
2.725E-06,0.967504985,1
2.735E-06,0.968014023,1
2.745E-06,0.968513107,1
2.755E-06,0.969002493,1
2.765E-06,0.969482427,1
2.775E-06,0.969953148,1
2.785E-06,0.970414884,1
2.795E-06,0.970867859,1
2.805E-06,0.971312288,1
2.815E-06,0.971748378,1
2.825E-06,0.972176332,1
2.835E-06,0.972596345,1
2.845E-06,0.973008604,1
2.855E-06,0.973413293,1
2.865E-06,0.973810589,1
2.875E-06,0.974200665,1
2.885E-06,0.974583685,1
2.895E-06,0.974959813,1
2.905E-06,0.975329203,1
2.915E-06,0.975692009,1
2.925E-06,0.976048377,1
2.935E-06,0.976398452,1
2.945E-06,0.976742371,1
2.955E-06,0.97708027,1
2.965E-06,0.97741228,1
2.975E-06,0.977738528,1
2.985E-06,0.978059139,1
2.995E-06,0.978374232,1
3.005E-06,0.978683925,1
3.015E-06,0.978988331,1
3.025E-06,0.979287562,1
3.035E-06,0.979581724,1
3.045E-06,0.979870924,1
3.055E-06,0.980155263,1
3.065E-06,0.98043484,1
3.075E-06,0.980709753,1
3.085E-06,0.980980095,1
3.095E-06,0.981245959,1
3.105E-06,0.981507433,1
3.115E-06,0.981764606,1
3.125E-06,0.982017562,1
3.135E-06,0.982266385,1
3.145E-06,0.982511154,1
3.155E-06,0.982751949,1
3.165E-06,0.982988847,1
3.175E-06,0.983221922,1
3.185E-06,0.983451249,1
3.195E-06,0.983676898,1
3.205E-06,0.98389894,1
3.215E-06,0.984117442,1
3.225E-06,0.98433247,1
3.235E-06,0.984544091,1
3.245E-06,0.984752366,1
3.255E-06,0.984957359,1
3.265E-06,0.985159129,1
3.275E-06,0.985357736,1
3.285E-06,0.985553238,1
3.295E-06,0.98574569,1
3.305E-06,0.985935149,1
3.315E-06,0.986121669,1
3.325E-06,0.986305301,1
3.335E-06,0.986486098,1
3.345E-06,0.986664109,1
3.355E-06,0.986839386,1
3.365E-06,0.987011975,1
3.375E-06,0.987181925,1
3.385E-06,0.987349281,1
3.395E-06,0.987514089,1
3.405E-06,0.987676393,1
3.415E-06,0.987836237,1
3.425E-06,0.987993663,1
3.435E-06,0.988148712,1
3.445E-06,0.988301426,1
3.455E-06,0.988451843,1
3.465E-06,0.988600004,1
3.475E-06,0.988745947,1
3.485E-06,0.988889708,1
3.495E-06,0.989031326,1
3.505E-06,0.989170835,1
3.515E-06,0.989308271,1
3.525E-06,0.989443669,1
3.535E-06,0.989577062,1
3.545E-06,0.989708484,1
3.555E-06,0.989837968,1
3.565E-06,0.989965544,1
3.575E-06,0.990091245,1
3.585E-06,0.990215101,1
3.595E-06,0.990337143,1
3.605E-06,0.990457399,1
3.615E-06,0.990575899,1
3.625E-06,0.990692672,1
3.635E-06,0.990807744,1
3.645E-06,0.990921144,1
3.655E-06,0.991032899,1
3.665E-06,0.991143034,1
3.675E-06,0.991251575,1
3.685E-06,0.991358548,1
3.695E-06,0.991463978,1
3.705E-06,0.991567889,1
3.715E-06,0.991670305,1
3.725E-06,0.99177125,1
3.735E-06,0.991870747,1
3.745E-06,0.991968818,1
3.755E-06,0.992065486,1
3.765E-06,0.992160772,1
3.775E-06,0.992254699,1
3.785E-06,0.992347288,1
3.795E-06,0.992438558,1
3.805E-06,0.99252853,1
3.815E-06,0.992617225,1
3.825E-06,0.992704662,1
3.835E-06,0.992790861,1
3.845E-06,0.992875839,1
3.855E-06,0.992959617,1
3.865E-06,0.993042212,1
3.875E-06,0.993123643,1
3.885E-06,0.993203926,1
3.895E-06,0.99328308,1
3.905E-06,0.993361121,1
3.915E-06,0.993438066,1
3.925E-06,0.993513933,1
3.935E-06,0.993588736,1
3.945E-06,0.993662492,1
3.955E-06,0.993735217,1
3.965E-06,0.993806927,1
3.975E-06,0.993877635,1
3.985E-06,0.993947358,1
3.995E-06,0.99401611,1
4.005E-06,0.994083904,1
4.015E-06,0.994150757,1
4.025E-06,0.99421668,1
4.035E-06,0.994281689,1
4.045E-06,0.994345796,1
4.055E-06,0.994409016,1
4.065E-06,0.99447136,1
4.075E-06,0.994532842,1
4.085E-06,0.994593474,1
4.095E-06,0.99465327,1
4.105E-06,0.99471224,1
4.115E-06,0.994770398,1
4.125E-06,0.994827755,1
4.135E-06,0.994884322,1
4.145E-06,0.994940112,1
4.155E-06,0.994995135,1
4.165E-06,0.995049402,1
4.175E-06,0.995102925,1
4.185E-06,0.995155714,1
4.195E-06,0.99520778,1
4.205E-06,0.995259133,1
4.215E-06,0.995309783,1
4.225E-06,0.995359741,1
4.235E-06,0.995409016,1
4.245E-06,0.995457618,1
4.255E-06,0.995505558,1
4.265E-06,0.995552843,1
4.275E-06,0.995599485,1
4.285E-06,0.995645491,1
4.295E-06,0.995690871,1
4.305E-06,0.995735634,1
4.315E-06,0.995779789,1
4.325E-06,0.995823343,1
4.335E-06,0.995866307,1
4.345E-06,0.995908687,1
4.355E-06,0.995950493,1
4.365E-06,0.995991732,1
4.375E-06,0.996032413,1
4.385E-06,0.996072543,1
4.395E-06,0.99611213,1
4.405E-06,0.996151182,1
4.415E-06,0.996189706,1
4.425E-06,0.996227709,1
4.435E-06,0.9962652,1
4.445E-06,0.996302184,1
4.455E-06,0.99633867,1
4.465E-06,0.996374663,1
4.475E-06,0.996410172,1
4.485E-06,0.996445203,1
4.495E-06,0.996479762,1
4.505E-06,0.996513857,1
4.515E-06,0.996547492,1
4.525E-06,0.996580676,1
4.535E-06,0.996613414,1
4.545E-06,0.996645712,1
4.555E-06,0.996677576,1
4.565E-06,0.996709013,1
4.575E-06,0.996740028,1
4.585E-06,0.996770628,1
4.595E-06,0.996800817,1
4.605E-06,0.996830603,1
4.615E-06,0.996859989,1
4.625E-06,0.996888981,1
4.635E-06,0.996917586,1
4.645E-06,0.996945809,1
4.655E-06,0.996973653,1
4.665E-06,0.997001126,1
4.675E-06,0.997028232,1
4.685E-06,0.997054976,1
4.695E-06,0.997081363,1
4.705E-06,0.997107397,1
4.715E-06,0.997133085,1
4.725E-06,0.99715843,1
4.735E-06,0.997183437,1
4.745E-06,0.997208111,1
4.755E-06,0.997232456,1
4.765E-06,0.997256477,1
4.775E-06,0.997280179,1
4.785E-06,0.997303565,1
4.795E-06,0.99732664,1
4.805E-06,0.997349407,1
4.815E-06,0.997371873,1
4.825E-06,0.99739404,1
4.835E-06,0.997415912,1
4.845E-06,0.997437493,1
4.855E-06,0.997458788,1
4.865E-06,0.9974798,1
4.875E-06,0.997500534,1
4.885E-06,0.997520992,1
4.895E-06,0.997541179,1
4.905E-06,0.997561098,1
4.915E-06,0.997580754,1
4.925E-06,0.997600149,1
4.935E-06,0.997619287,1
4.945E-06,0.997638171,1
4.955E-06,0.997656805,1
4.965E-06,0.997675193,1
4.975E-06,0.997693337,1
4.985E-06,0.997711241,1
4.995E-06,0.997728908,1
5.005E-06,0.997746342,1
5.015E-06,0.997763545,1
5.025E-06,0.997780521,1
5.035E-06,0.997797272,1
5.045E-06,0.997813802,1
5.055E-06,0.997830114,1
5.065E-06,0.99784621,1
5.075E-06,0.997862093,1
5.085E-06,0.997877767,1
5.095E-06,0.997893235,1
5.105E-06,0.997908497,1
5.115E-06,0.997923559,1
5.125E-06,0.997938422,1
5.135E-06,0.997953089,1
5.145E-06,0.997967562,1
5.155E-06,0.997981845,1
5.165E-06,0.997995939,1
5.175E-06,0.998009848,1
5.185E-06,0.998023573,1
5.195E-06,0.998037118,1
5.205E-06,0.998050485,1
5.215E-06,0.998063675,1
5.225E-06,0.998076692,1
5.235E-06,0.998089537,1
5.245E-06,0.998102214,1
5.255E-06,0.998114723,1
5.265E-06,0.998127068,1
5.275E-06,0.998139251,1
5.285E-06,0.998151273,1
5.295E-06,0.998163137,1
5.305E-06,0.998174845,1
5.315E-06,0.998186399,1
5.325E-06,0.998197802,1
5.335E-06,0.998209055,1
5.345E-06,0.99822016,1
5.355E-06,0.998231119,1
5.365E-06,0.998241934,1
5.375E-06,0.998252607,1
5.385E-06,0.998263139,1
5.395E-06,0.998273534,1
5.405E-06,0.998283792,1
5.415E-06,0.998293915,1
5.425E-06,0.998303906,1
5.435E-06,0.998313765,1
5.445E-06,0.998323496,1
5.455E-06,0.998333098,1
5.465E-06,0.998342575,1
5.475E-06,0.998351927,1
5.485E-06,0.998361156,1
5.495E-06,0.998370265,1
5.505E-06,0.998379254,1
5.515E-06,0.998388125,1
5.525E-06,0.998396881,1
5.535E-06,0.998405521,1
5.545E-06,0.998414048,1
5.555E-06,0.998422464,1
5.565E-06,0.99843077,1
5.575E-06,0.998438966,1
5.585E-06,0.998447055,1
5.595E-06,0.998455038,1
5.605E-06,0.998462917,1
5.615E-06,0.998470693,1
5.625E-06,0.998478367,1
5.635E-06,0.99848594,1
5.645E-06,0.998493414,1
5.655E-06,0.998500791,1
5.665E-06,0.998508071,1
5.675E-06,0.998515255,1
5.685E-06,0.998522345,1
5.695E-06,0.998529343,1
5.705E-06,0.99853625,1
5.715E-06,0.998543066,1
5.725E-06,0.998549793,1
5.735E-06,0.998556431,1
5.745E-06,0.998562983,1
5.755E-06,0.998569449,1
5.765E-06,0.998575831,1
5.775E-06,0.99858213,1
5.785E-06,0.998588346,1
5.795E-06,0.99859448,1
5.805E-06,0.998600535,1
5.815E-06,0.998606511,1
5.825E-06,0.998612408,1
5.835E-06,0.998618228,1
5.845E-06,0.998623973,1
5.855E-06,0.998629642,1
5.865E-06,0.998635237,1
5.875E-06,0.998640759,1
5.885E-06,0.998646209,1
5.895E-06,0.998651588,1
5.905E-06,0.998656897,1
5.915E-06,0.998662136,1
5.925E-06,0.998667306,1
5.935E-06,0.99867241,1
5.945E-06,0.998677447,1
5.955E-06,0.998682418,1
5.965E-06,0.998687324,1
5.975E-06,0.998692166,1
5.985E-06,0.998696944,1
5.995E-06,0.998701661,1
6.005E-06,0.998706316,1
6.015E-06,0.99871091,1
6.025E-06,0.998715444,1
6.035E-06,0.998719919,1
6.045E-06,0.998724336,1
6.055E-06,0.998728695,1
6.065E-06,0.998732997,1
6.075E-06,0.998737243,1
6.085E-06,0.998741433,1
6.095E-06,0.998745569,1
6.105E-06,0.998749651,1
6.115E-06,0.99875368,1
6.125E-06,0.998757656,1
6.135E-06,0.998761581,1
6.145E-06,0.998765454,1
6.155E-06,0.998769277,1
6.165E-06,0.99877305,1
6.175E-06,0.998776773,1
6.185E-06,0.998780448,1
6.195E-06,0.998784076,1
6.205E-06,0.998787656,1
6.215E-06,0.998791189,1
6.225E-06,0.998794676,1
6.235E-06,0.998798118,1
6.245E-06,0.998801515,1
6.255E-06,0.998804868,1
6.265E-06,0.998808177,1
6.275E-06,0.998811443,1
6.285E-06,0.998814666,1
6.295E-06,0.998817848,1
6.305E-06,0.998820988,1
6.315E-06,0.998824087,1
6.325E-06,0.998827146,1
6.335E-06,0.998830165,1
6.345E-06,0.998833144,1
6.355E-06,0.998836085,1
6.365E-06,0.998838987,1
6.375E-06,0.998841852,1
6.385E-06,0.998844679,1
6.395E-06,0.99884747,1
6.405E-06,0.998850224,1
6.415E-06,0.998852942,1
6.425E-06,0.998855625,1
6.435E-06,0.998858273,1
6.445E-06,0.998860887,1
6.455E-06,0.998863466,1
6.465E-06,0.998866012,1
6.475E-06,0.998868524,1
6.485E-06,0.998871004,1
6.495E-06,0.998873452,1
6.505E-06,0.998875868,1
6.515E-06,0.998878253,1
6.525E-06,0.998880606,1
6.535E-06,0.998882929,1
6.545E-06,0.998885222,1
6.555E-06,0.998887484,1
6.565E-06,0.998889718,1
6.575E-06,0.998891922,1
6.585E-06,0.998894097,1
6.595E-06,0.998896244,1
6.605E-06,0.998898364,1
6.615E-06,0.998900455,1
6.625E-06,0.998902519,1
6.635E-06,0.998904557,1
6.645E-06,0.998906568,1
6.655E-06,0.998908553,1
6.665E-06,0.998910511,1
6.675E-06,0.998912445,1
6.685E-06,0.998914354,1
6.695E-06,0.998916237,1
6.705E-06,0.998918097,1
6.715E-06,0.998919931,1
6.725E-06,0.998921742,1
6.735E-06,0.99892353,1
6.745E-06,0.998925294,1
6.755E-06,0.998927035,1
6.765E-06,0.998928753,1
6.775E-06,0.99893045,1
6.785E-06,0.998932124,1
6.795E-06,0.998933776,1
6.805E-06,0.998935407,1
6.815E-06,0.998937017,1
6.825E-06,0.998938606,1
6.835E-06,0.998940174,1
6.845E-06,0.998941721,1
6.855E-06,0.998943249,1
6.865E-06,0.998944757,1
6.875E-06,0.998946245,1
6.885E-06,0.998947713,1
6.895E-06,0.998949163,1
6.905E-06,0.998950593,1
6.915E-06,0.998952005,1
6.925E-06,0.998953399,1
6.935E-06,0.998954775,1
6.945E-06,0.998956132,1
6.955E-06,0.998957473,1
6.965E-06,0.998958795,1
6.975E-06,0.998960101,1
6.985E-06,0.998961389,1
6.995E-06,0.998962661,1
7.005E-06,0.998963916,1
7.015E-06,0.998965155,1
7.025E-06,0.998966378,1
7.035E-06,0.998967585,1
7.045E-06,0.998968776,1
7.055E-06,0.998969952,1
7.065E-06,0.998971112,1
7.075E-06,0.998972257,1
7.085E-06,0.998973388,1
7.095E-06,0.998974503,1
7.105E-06,0.998975605,1
7.115E-06,0.998976691,1
7.125E-06,0.998977764,1
7.135E-06,0.998978823,1
7.145E-06,0.998979868,1
7.155E-06,0.9989809,1
7.165E-06,0.998981918,1
7.175E-06,0.998982922,1
7.185E-06,0.998983914,1
7.195E-06,0.998984893,1
7.205E-06,0.998985859,1
7.215E-06,0.998986813,1
7.225E-06,0.998987754,1
7.235E-06,0.998988683,1
7.245E-06,0.9989896,1
7.255E-06,0.998990505,1
7.265E-06,0.998991398,1
7.275E-06,0.998992279,1
7.285E-06,0.998993149,1
7.295E-06,0.998994008,1
7.305E-06,0.998994855,1
7.315E-06,0.998995692,1
7.325E-06,0.998996518,1
7.335E-06,0.998997333,1
7.345E-06,0.998998137,1
7.355E-06,0.998998931,1
7.365E-06,0.998999715,1
7.375E-06,0.999000488,1
7.385E-06,0.999001252,1
7.395E-06,0.999002006,1
7.405E-06,0.999002749,1
7.415E-06,0.999003483,1
7.425E-06,0.999004207,1
7.435E-06,0.999004923,1
7.445E-06,0.999005628,1
7.455E-06,0.999006325,1
7.465E-06,0.999007013,1
7.475E-06,0.999007692,1
7.485E-06,0.999008361,1
7.495E-06,0.999009022,1
7.505E-06,0.999009674,1
7.515E-06,0.999010318,1
7.525E-06,0.999010954,1
7.535E-06,0.999011581,1
7.545E-06,0.999012201,1
7.555E-06,0.999012812,1
7.565E-06,0.999013415,1
7.575E-06,0.99901401,1
7.585E-06,0.999014598,1
7.595E-06,0.999015178,1
7.605E-06,0.999015751,1
7.615E-06,0.999016316,1
7.625E-06,0.999016874,1
7.635E-06,0.999017425,1
7.645E-06,0.999017968,1
7.655E-06,0.999018504,1
7.665E-06,0.999019034,1
7.675E-06,0.999019556,1
7.685E-06,0.999020072,1
7.695E-06,0.999020581,1
7.705E-06,0.999021083,1
7.715E-06,0.999021579,1
7.725E-06,0.999022068,1
7.735E-06,0.999022551,1
7.745E-06,0.999023028,1
7.755E-06,0.999023498,1
7.765E-06,0.999023962,1
7.775E-06,0.999024421,1
7.785E-06,0.999024873,1
7.795E-06,0.99902532,1
7.805E-06,0.999025761,1
7.815E-06,0.999026196,1
7.825E-06,0.999026625,1
7.835E-06,0.999027049,1
7.845E-06,0.999027467,1
7.855E-06,0.99902788,1
7.865E-06,0.999028287,1
7.875E-06,0.999028689,1
7.885E-06,0.999029086,1
7.895E-06,0.999029478,1
7.905E-06,0.999029865,1
7.915E-06,0.999030247,1
7.925E-06,0.999030623,1
7.935E-06,0.999030995,1
7.945E-06,0.999031362,1
7.955E-06,0.999031724,1
7.965E-06,0.999032081,1
7.975E-06,0.999032434,1
7.985E-06,0.999032782,1
7.995E-06,0.999033126,1
8.005E-06,0.999033466,1
8.015E-06,0.999033801,1
8.025E-06,0.999034131,1
8.035E-06,0.999034457,1
8.045E-06,0.999034779,1
8.055E-06,0.999035097,1
8.065E-06,0.999035411,1
8.075E-06,0.999035721,1
8.085E-06,0.999036026,1
8.095E-06,0.999036328,1
8.105E-06,0.999036626,1
8.115E-06,0.99903692,1
8.125E-06,0.99903721,1
8.135E-06,0.999037496,1
8.145E-06,0.999037779,1
8.155E-06,0.999038058,1
8.165E-06,0.999038333,1
8.175E-06,0.999038605,1
8.185E-06,0.999038874,1
8.195E-06,0.999039138,1
8.205E-06,0.9990394,1
8.215E-06,0.999039657,1
8.225E-06,0.999039912,1
8.235E-06,0.999040163,1
8.245E-06,0.999040411,1
8.255E-06,0.999040656,1
8.265E-06,0.999040897,1
8.275E-06,0.999041135,1
8.285E-06,0.999041371,1
8.295E-06,0.999041603,1
8.305E-06,0.999041832,1
8.315E-06,0.999042058,1
8.325E-06,0.999042282,1
8.335E-06,0.999042502,1
8.345E-06,0.99904272,1
8.355E-06,0.999042934,1
8.365E-06,0.999043146,1
8.375E-06,0.999043356,1
8.385E-06,0.999043562,1
8.395E-06,0.999043766,1
8.405E-06,0.999043967,1
8.415E-06,0.999044165,1
8.425E-06,0.999044361,1
8.435E-06,0.999044555,1
8.445E-06,0.999044746,1
8.455E-06,0.999044935,1
8.465E-06,0.999045121,1
8.475E-06,0.999045304,1
8.485E-06,0.999045485,1
8.495E-06,0.999045664,1
8.505E-06,0.999045841,1
8.515E-06,0.999046015,1
8.525E-06,0.999046187,1
8.535E-06,0.999046357,1
8.545E-06,0.999046524,1
8.555E-06,0.99904669,1
8.565E-06,0.999046853,1
8.575E-06,0.999047014,1
8.585E-06,0.999047173,1
8.595E-06,0.99904733,1
8.605E-06,0.999047485,1
8.615E-06,0.999047638,1
8.625E-06,0.999047789,1
8.635E-06,0.999047938,1
8.645E-06,0.999048084,1
8.655E-06,0.99904823,1
8.665E-06,0.999048373,1
8.675E-06,0.999048514,1
8.685E-06,0.999048654,1
8.695E-06,0.999048791,1
8.705E-06,0.999048927,1
8.715E-06,0.999049061,1
8.725E-06,0.999049194,1
8.735E-06,0.999049324,1
8.745E-06,0.999049453,1
8.755E-06,0.999049581,1
8.765E-06,0.999049706,1
8.775E-06,0.999049831,1
8.785E-06,0.999049953,1
8.795E-06,0.999050074,1
8.805E-06,0.999050193,1
8.815E-06,0.999050311,1
8.825E-06,0.999050427,1
8.835E-06,0.999050541,1
8.845E-06,0.999050654,1
8.855E-06,0.999050766,1
8.865E-06,0.999050876,1
8.875E-06,0.999050985,1
8.885E-06,0.999051092,1
8.895E-06,0.999051198,1
8.905E-06,0.999051303,1
8.915E-06,0.999051406,1
8.925E-06,0.999051508,1
8.935E-06,0.999051609,1
8.945E-06,0.999051708,1
8.955E-06,0.999051806,1
8.965E-06,0.999051903,1
8.975E-06,0.999051998,1
8.985E-06,0.999052093,1
8.995E-06,0.999052186,1
9.005E-06,0.999052277,1
9.015E-06,0.999052368,1
9.025E-06,0.999052457,1
9.035E-06,0.999052545,1
